offer_id	old_value	new_value
MS-T61005760N-BEYAZ-38	SET3	mands-MS-T61005760N
MS-T61005760N-BEYAZ-40	SET3	mands-MS-T61005760N
MS-T61005760N-BEYAZ-42	SET3	mands-MS-T61005760N
MS-T61005760N-BEYAZ-50	SET3	mands-MS-T61005760N
MS-T61005760N-BEYAZ-46	SET3	mands-MS-T61005760N
MS-T14002533F-SIYAH-S	set1	mands-MS-T14002533F
MS-T14004107S-MULTI-M	SET2	mands-MS-T14004107S
MS-T14004107S-BEYAZ-XXL	SET2	mands-MS-T14004107S
MS-T14002533F-MAVI-XXL	set1	mands-MS-T14002533F
MS-T14003846-XXL	MS-T14003846	mands-MS-T14003846
MS-T14002533F-MAVI-3XL	set1	mands-MS-T14002533F
MS-T14002533F-BEYAZ-XXL	set1	mands-MS-T14002533F
MS-T14002533F-SIYAH-M	set1	mands-MS-T14002533F
MS-T14002533F-MAVI-XL	set1	mands-MS-T14002533F
MS-T14002533F-BEYAZ-XL	set1	mands-MS-T14002533F
MS-T14004107S-BEYAZ-S	SET2	mands-MS-T14004107S
MS-T14003846-M	MS-T14003846	mands-MS-T14003846
MS-T14004107S-BEYAZ-L	SET2	mands-MS-T14004107S
MS-T14004107S-BEYAZ-3XL	SET2	mands-MS-T14004107S
MS-T14004107S-SIYAH-S	SET2	mands-MS-T14004107S
MS-T14004107S-MULTI-XXL	SET2	mands-MS-T14004107S
MS-T14004787S-SIYAH-S	SET4	mands-MS-T14004787S
MS-T14004787S-BEYAZ-3XL	SET4	mands-MS-T14004787S
MS-T14006221A-SIYAH-XL	SET11	mands-MS-T14006221A
MS-T14006123A-BEYAZ-XXL	SET9	mands-MS-T14006123A
MS-T14004849F-XXL	MS-T14004849F	mands-MS-T14004849F
MS-T14002533F-SIYAH-L	set1	mands-MS-T14002533F
MS-T14002533F-MAVI-M	set1	mands-MS-T14002533F
MS-T14004107S-MULTI-L	SET2	mands-MS-T14004107S
MS-T14004787S-BEYAZ-XXL	SET4	mands-MS-T14004787S
MS-T14004793S-MAVI-L	SET5	mands-MS-T14004793S
MS-T14002533F-BEYAZ-M	set1	mands-MS-T14002533F
MS-T14003846-L	MS-T14003846	mands-MS-T14003846
MS-T14002533F-BEYAZ-L	set1	mands-MS-T14002533F
MS-T14004793S-MAVI-3XL	SET5	mands-MS-T14004793S
MS-T14004107S-MULTI-XL	SET2	mands-MS-T14004107S
MS-T14006123A-BEYAZ-S	SET9	mands-MS-T14006123A
MS-T14006123A-BEYAZ-M	SET9	mands-MS-T14006123A
MS-T14006766S-MAVI-XL	SET12	mands-MS-T14006766S
MS-T14006766S-BEYAZ-M	SET12	mands-MS-T14006766S
MS-T14006665C-XL	MS-T14006665C	mands-MS-T14006665C
MS-T14006766S-BEYAZ-XL	SET12	mands-MS-T14006766S
MS-T14005390A-BEYAZ-S	SET8	mands-MS-T14005390A
MS-T14006766S-MAVI-XXL	SET12	mands-MS-T14006766S
MS-T14005390A-BEYAZ-L	SET8	mands-MS-T14005390A
MS-T14006766S-SIYAH-XXL	SET12	mands-MS-T14006766S
MS-T14006221A-SIYAH-M	SET11	mands-MS-T14006221A
MS-T14006766S-MAVI-S	SET12	mands-MS-T14006766S
MS-T14005390A-BEYAZ-M	SET8	mands-MS-T14005390A
MS-T14005390A-SIYAH-S	SET8	mands-MS-T14005390A
MS-T14002533F-SIYAH-3XL	set1	mands-MS-T14002533F
MS-T14004107S-BEYAZ-M	SET2	mands-MS-T14004107S
MS-T14004793S-MAVI-M	SET5	mands-MS-T14004793S
MS-T14004787S-SIYAH-XL	SET4	mands-MS-T14004787S
MS-T14004787S-SIYAH-M	SET4	mands-MS-T14004787S
MS-T14004849F-M	MS-T14004849F	mands-MS-T14004849F
MS-T14006705C-S	MS-T14006705C	mands-MS-T14006705C
MS-T14005390A-SIYAH-L	SET8	mands-MS-T14005390A
MS-T14002533F-SIYAH-XL	set1	mands-MS-T14002533F
MS-T14004849F-L	MS-T14004849F	mands-MS-T14004849F
MS-T14004107S-SIYAH-M	SET2	mands-MS-T14004107S
MS-T14004787S-SIYAH-L	SET4	mands-MS-T14004787S
MS-T14006221A-BEYAZ-XXL	SET11	mands-MS-T14006221A
MS-T14006705C-L	MS-T14006705C	mands-MS-T14006705C
MS-T14006766S-SIYAH-M	SET12	mands-MS-T14006766S
MS-T14003846-S	MS-T14003846	mands-MS-T14003846
MS-T14004793S-GRI-M	SET5	mands-MS-T14004793S
MS-T14004787S-BEYAZ-M	SET4	mands-MS-T14004787S
MS-T14004787S-SIYAH-XXL	SET4	mands-MS-T14004787S
MS-T14002533F-MAVI-L	set1	mands-MS-T14002533F
MS-T14005390A-BEYAZ-XXL	SET8	mands-MS-T14005390A
MS-T14006125A-XXL	MS-T14006125A	mands-MS-T14006125A
MS-T14004793S-GRI-L	SET5	mands-MS-T14004793S
MS-T14002533F-BEYAZ-3XL	set1	mands-MS-T14002533F
MS-T14004107S-SIYAH-XXL	SET2	mands-MS-T14004107S
MS-T14005390A-BEYAZ-XL	SET8	mands-MS-T14005390A
MS-T14006705C-M	MS-T14006705C	mands-MS-T14006705C
MS-T14004793S-MAVI-XL	SET5	mands-MS-T14004793S
MS-T14005390A-SIYAH-M	SET8	mands-MS-T14005390A
MS-T14004107S-BEYAZ-XL	SET2	mands-MS-T14004107S
MS-T14006125A-XL	MS-T14006125A	mands-MS-T14006125A
MS-T14006766S-MAVI-3XL	SET12	mands-MS-T14006766S
MS-T14006221A-SIYAH-L	SET11	mands-MS-T14006221A
MS-T14004107S-SIYAH-3XL	SET2	mands-MS-T14004107S
MS-T14006221A-BEYAZ-M	SET11	mands-MS-T14006221A
MS-T14006221A-BEYAZ-XL	SET11	mands-MS-T14006221A
MS-T14006665C-M	MS-T14006665C	mands-MS-T14006665C
MS-T14004849F-S	MS-T14004849F	mands-MS-T14004849F
MS-T14006766S-MAVI-M	SET12	mands-MS-T14006766S
MS-T14004787S-BEYAZ-XL	SET4	mands-MS-T14004787S
MS-T14006221A-BEYAZ-S	SET11	mands-MS-T14006221A
MS-T14004107S-MULTI-S	SET2	mands-MS-T14004107S
MS-T14006221A-BEYAZ-L	SET11	mands-MS-T14006221A
MS-T14005390A-SIYAH-XXL	SET8	mands-MS-T14005390A
MS-T14006766S-MAVI-L	SET12	mands-MS-T14006766S
MS-T14006766S-BEYAZ-S	SET12	mands-MS-T14006766S
MS-T14006766S-SIYAH-XL	SET12	mands-MS-T14006766S
MS-T14006766S-SIYAH-L	SET12	mands-MS-T14006766S
MS-T14006766S-BEYAZ-L	SET12	mands-MS-T14006766S
MS-T14006705C-XXL	MS-T14006705C	mands-MS-T14006705C
MS-T14006766S-BEYAZ-3XL	SET12	mands-MS-T14006766S
MS-T14004793S-GRI-3XL	SET5	mands-MS-T14004793S
MS-T14002533F-SIYAH-XXL	set1	mands-MS-T14002533F
MS-T14004107S-SIYAH-L	SET2	mands-MS-T14004107S
MS-T14002533F-MAVI-S	set1	mands-MS-T14002533F
MS-T14004787S-SIYAH-3XL	SET4	mands-MS-T14004787S
MS-T14003846-XL	MS-T14003846	mands-MS-T14003846
MS-T14002533F-BEYAZ-S	set1	mands-MS-T14002533F
MS-T14006123A-BEYAZ-L	SET9	mands-MS-T14006123A
MS-T14006766S-SIYAH-3XL	SET12	mands-MS-T14006766S
MS-T14006125A-S	MS-T14006125A	mands-MS-T14006125A
MS-T14004793S-MAVI-S	SET5	mands-MS-T14004793S
MS-T14004793S-GRI-XXL	SET5	mands-MS-T14004793S
MS-T14006123A-BEYAZ-XL	SET9	mands-MS-T14006123A
MS-T14006221A-SIYAH-XXL	SET11	mands-MS-T14006221A
MS-T14006221A-SIYAH-S	SET11	mands-MS-T14006221A
MS-T14006766S-SIYAH-S	SET12	mands-MS-T14006766S
MS-T14004793S-MAVI-XXL	SET5	mands-MS-T14004793S
MS-T14006665C-S	MS-T14006665C	mands-MS-T14006665C
MS-T14006125A-M	MS-T14006125A	mands-MS-T14006125A
MS-T14004849F-XL	MS-T14004849F	mands-MS-T14004849F
MS-T14005390A-SIYAH-XL	SET8	mands-MS-T14005390A
MS-T14004107S-SIYAH-XL	SET2	mands-MS-T14004107S
MS-T14004793S-GRI-S	SET5	mands-MS-T14004793S
MS-T14006125A-L	MS-T14006125A	mands-MS-T14006125A
MS-T14006665C-XXL	MS-T14006665C	mands-MS-T14006665C
MS-T14006665C-L	MS-T14006665C	mands-MS-T14006665C
MS-T14004787S-BEYAZ-L	SET4	mands-MS-T14004787S
MS-T14004793S-GRI-XL	SET5	mands-MS-T14004793S
MS-T14004787S-BEYAZ-S	SET4	mands-MS-T14004787S
MS-T14006705C-XL	MS-T14006705C	mands-MS-T14006705C
MS-T14006766S-BEYAZ-XXL	SET12	mands-MS-T14006766S
MS-T61005016L-50	MS-T61005016L	mands-MS-T61005016L
MS-T61005016L-40	MS-T61005016L	mands-MS-T61005016L
MS-T61005781F-BEYAZ-38	set1	mands-MS-T61005781F
MS-T61005783L-BEYAZ-52	set2	mands-MS-T61005783L
MS-T61005390S-46	MS-T61005390S	mands-MS-T61005390S
MS-T61005016L-38	MS-T61005016L	mands-MS-T61005016L
MS-T61005783L-BEYAZ-44	set2	mands-MS-T61005783L
MS-T61005781F-BEYAZ-48	set1	mands-MS-T61005781F
MS-T61005783L-PEMBE-34	set2	mands-MS-T61005783L
MS-T61005781F-SIYAH-42	set1	mands-MS-T61005781F
MS-T61005390S-42	MS-T61005390S	mands-MS-T61005390S
MS-T61005783L-PEMBE-50	set2	mands-MS-T61005783L
MS-T61005783L-PEMBE-38	set2	mands-MS-T61005783L
MS-T61005783L-PEMBE-44	set2	mands-MS-T61005783L
MS-T61005783L-BEYAZ-34	set2	mands-MS-T61005783L
MS-T61005781F-SIYAH-40	set1	mands-MS-T61005781F
MS-T61005783L-BEYAZ-36	set2	mands-MS-T61005783L
MS-T61005390S-38	MS-T61005390S	mands-MS-T61005390S
MS-T61005783L-BEYAZ-46	set2	mands-MS-T61005783L
MS-T61005781F-SIYAH-48	set1	mands-MS-T61005781F
MS-T61005390L-44	MS-T61005390L	mands-MS-T61005390L
MS-T61005016L-44	MS-T61005016L	mands-MS-T61005016L
MS-T61005781F-SIYAH-46	set1	mands-MS-T61005781F
MS-T61005781F-SIYAH-52	set1	mands-MS-T61005781F
MS-T61005390L-46	MS-T61005390L	mands-MS-T61005390L
MS-T61005016L-48	MS-T61005016L	mands-MS-T61005016L
MS-T61005783L-BEYAZ-38	set2	mands-MS-T61005783L
MS-T61005016L-42	MS-T61005016L	mands-MS-T61005016L
MS-T61005390L-40	MS-T61005390L	mands-MS-T61005390L
MS-T61005016L-46	MS-T61005016L	mands-MS-T61005016L
MS-T61005781F-BEYAZ-36	set1	mands-MS-T61005781F
MS-T61005781F-SIYAH-38	set1	mands-MS-T61005781F
MS-T61005783L-BEYAZ-48	set2	mands-MS-T61005783L
MS-T61005781F-BEYAZ-42	set1	mands-MS-T61005781F
MS-T61005016L-36	MS-T61005016L	mands-MS-T61005016L
MS-T61005781F-SIYAH-36	set1	mands-MS-T61005781F
MS-T61005390S-50	MS-T61005390S	mands-MS-T61005390S
MS-T61005781F-BEYAZ-40	set1	mands-MS-T61005781F
MS-T61005390S-40	MS-T61005390S	mands-MS-T61005390S
MS-T61005390S-44	MS-T61005390S	mands-MS-T61005390S
MS-T61005016L-52	MS-T61005016L	mands-MS-T61005016L
MS-T61005783L-BEYAZ-42	set2	mands-MS-T61005783L
MS-T61005783L-PEMBE-46	set2	mands-MS-T61005783L
MS-T61005781F-BEYAZ-44	set1	mands-MS-T61005781F
MS-T61005783L-BEYAZ-50	set2	mands-MS-T61005783L
MS-T61005781F-BEYAZ-46	set1	mands-MS-T61005781F
MS-T61005390L-48	MS-T61005390L	mands-MS-T61005390L
MS-T61005390L-50	MS-T61005390L	mands-MS-T61005390L
MS-T61005390S-48	MS-T61005390S	mands-MS-T61005390S
MS-T61005783L-PEMBE-42	set2	mands-MS-T61005783L
MS-T61005783L-BEYAZ-40	set2	mands-MS-T61005783L
MS-T61005783L-PEMBE-48	set2	mands-MS-T61005783L
MS-T61005016L-34	MS-T61005016L	mands-MS-T61005016L
MS-T61005781F-BEYAZ-50	set1	mands-MS-T61005781F
MS-T61005781F-BEYAZ-52	set1	mands-MS-T61005781F
MS-T61005390L-42	MS-T61005390L	mands-MS-T61005390L
MS-T61005781F-SIYAH-44	set1	mands-MS-T61005781F
MS-T61005783L-PEMBE-40	set2	mands-MS-T61005783L
MS-T61005781F-SIYAH-50	set1	mands-MS-T61005781F
MS-T61005783L-PEMBE-36	set2	mands-MS-T61005783L
MS-T81006470L-KREM-36	SET2	mands-MS-T81006470L
MS-T61005016L-SIYAH-48	MS-T61005016L-SIYAH	mands-MS-T61005016L
MS-T81006470L-KREM-34	SET2	mands-MS-T81006470L
MS-T81006470L-KREM-44	SET2	mands-MS-T81006470L
MS-T81006470L-KREM-48	SET2	mands-MS-T81006470L
MS-T61005016L-SIYAH-38	MS-T61005016L-SIYAH	mands-MS-T61005016L
MS-T61005016L-SIYAH-52	MS-T61005016L-SIYAH	mands-MS-T61005016L
MS-T61005016L-SIYAH-40	MS-T61005016L-SIYAH	mands-MS-T61005016L
MS-T61005016L-SIYAH-36	MS-T61005016L-SIYAH	mands-MS-T61005016L
MS-T61005016L-SIYAH-44	MS-T61005016L-SIYAH	mands-MS-T61005016L
MS-T81006470L-KREM-38	SET2	mands-MS-T81006470L
MS-T81006470L-KREM-40	SET2	mands-MS-T81006470L
MS-T61005016L-SIYAH-50	MS-T61005016L-SIYAH	mands-MS-T61005016L
MS-T61005016L-SIYAH-42	MS-T61005016L-SIYAH	mands-MS-T61005016L
MS-T61005016L-SIYAH-46	MS-T61005016L-SIYAH	mands-MS-T61005016L
MS-T81006470L-KREM-42	SET2	mands-MS-T81006470L
MS-T81006470L-KREM-46	SET2	mands-MS-T81006470L
MS-T41007391-BEYAZ-48	MS-T41007391-BEYAZ	mands-MS-T41007391
MS-T14008374F-XL	MS-T14008374F	mands-MS-T14008374F
MS-T14005318A-GRI-L	SET2	mands-MS-T14005318A
MS-T14005318A-SIYAH-S	SET2	mands-MS-T14005318A
MS-T14005318A-SIYAH-XXL	SET2	mands-MS-T14005318A
MS-T14008374F-L	MS-T14008374F	mands-MS-T14008374F
MS-T14005318A-BEYAZ-XXL	SET2	mands-MS-T14005318A
MS-T14008374F-M	MS-T14008374F	mands-MS-T14008374F
MS-T14005318A-BEYAZ-M	SET2	mands-MS-T14005318A
MS-T14005318A-GRI-XL	SET2	mands-MS-T14005318A
MS-T14005318A-BEYAZ-S	SET2	mands-MS-T14005318A
MS-T14005318A-SIYAH-L	SET2	mands-MS-T14005318A
MS-T14005318A-BEYAZ-XL	SET2	mands-MS-T14005318A
MS-T14005318A-GRI-XXL	SET2	mands-MS-T14005318A
MS-T14005307A-SIYAH-XL	MS-T14005307A-SIYAH	mands-MS-T14005307A
MS-T14005307A-SIYAH-L	MS-T14005307A-SIYAH	mands-MS-T14005307A
MS-T14005318A-GRI-S	SET2	mands-MS-T14005318A
MS-T14008374F-S	MS-T14008374F	mands-MS-T14008374F
MS-T14005318A-BEYAZ-L	SET2	mands-MS-T14005318A
MS-T14008374F-XXL	MS-T14008374F	mands-MS-T14008374F
MS-T14005318A-SIYAH-M	SET2	mands-MS-T14005318A
MS-T14005307A-SIYAH-S	MS-T14005307A-SIYAH	mands-MS-T14005307A
MS-T14005318A-GRI-M	SET2	mands-MS-T14005318A
MS-T14005318A-SIYAH-XL	SET2	mands-MS-T14005318A
MS-T14005307A-SIYAH-XXL	MS-T14005307A-SIYAH	mands-MS-T14005307A
MS-T14005307A-SIYAH-M	MS-T14005307A-SIYAH	mands-MS-T14005307A
SML-MS-T61004884-KREM-48	set2	mands-SML-T61004884
MS-T61005015T-PEMBE-38	MS-T61005015T-PEMBE	mands-MS-T61005015T
MS-T61005015T-PEMBE-48	MS-T61005015T-PEMBE	mands-MS-T61005015T
MS-T61005781F-PEMBE-48	MS-T61005781F-PEMBE	mands-MS-T61005781F
MS-T81006470A-KREM-38	MS-T81006470A-KREM	mands-MS-T81006470A
MS-T61005015T-PEMBE-44	MS-T61005015T-PEMBE	mands-MS-T61005015T
SML-MS-T61004884-KREM-46	set2	mands-SML-T61004884
MS-T81006470A-KREM-36	MS-T81006470A-KREM	mands-MS-T81006470A
MS-T81006470A-KREM-42	MS-T81006470A-KREM	mands-MS-T81006470A
MS-T61005015T-PEMBE-52	MS-T61005015T-PEMBE	mands-MS-T61005015T
SML-MS-T61004884-KREM-38	set2	mands-SML-T61004884
MS-T61005781F-PEMBE-34	MS-T61005781F-PEMBE	mands-MS-T61005781F
SML-MS-T61004884-KREM-36	set2	mands-SML-T61004884
MS-T61005015T-PEMBE-42	MS-T61005015T-PEMBE	mands-MS-T61005015T
SML-MS-T61004884-KREM-40	set2	mands-SML-T61004884
MS-T61005781F-PEMBE-46	MS-T61005781F-PEMBE	mands-MS-T61005781F
MS-T81006470A-KREM-48	MS-T81006470A-KREM	mands-MS-T81006470A
MS-T61005015T-PEMBE-46	MS-T61005015T-PEMBE	mands-MS-T61005015T
SML-MS-T61004884-KREM-44	set2	mands-SML-T61004884
MS-T61005781F-PEMBE-40	MS-T61005781F-PEMBE	mands-MS-T61005781F
MS-T81006470A-KREM-44	MS-T81006470A-KREM	mands-MS-T81006470A
MS-T61005781F-PEMBE-38	MS-T61005781F-PEMBE	mands-MS-T61005781F
MS-T61005015T-PEMBE-40	MS-T61005015T-PEMBE	mands-MS-T61005015T
SML-MS-T61004884-KREM-52	set2	mands-SML-T61004884
MS-T61005781F-PEMBE-44	MS-T61005781F-PEMBE	mands-MS-T61005781F
MS-T61005015T-PEMBE-36	MS-T61005015T-PEMBE	mands-MS-T61005015T
MS-T61005015T-PEMBE-34	MS-T61005015T-PEMBE	mands-MS-T61005015T
SML-MS-T61004884-KREM-50	set2	mands-SML-T61004884
MS-T81006470A-KREM-50	MS-T81006470A-KREM	mands-MS-T81006470A
MS-T81006470A-KREM-40	MS-T81006470A-KREM	mands-MS-T81006470A
MS-T81006470A-KREM-34	MS-T81006470A-KREM	mands-MS-T81006470A
MS-T61005781F-PEMBE-42	MS-T61005781F-PEMBE	mands-MS-T61005781F
MS-T61005015T-PEMBE-50	MS-T61005015T-PEMBE	mands-MS-T61005015T
MS-T61005781F-PEMBE-52	MS-T61005781F-PEMBE	mands-MS-T61005781F
MS-T61005781F-PEMBE-50	MS-T61005781F-PEMBE	mands-MS-T61005781F
MS-T81006470A-KREM-46	MS-T81006470A-KREM	mands-MS-T81006470A
MS-T61005781F-PEMBE-36	MS-T61005781F-PEMBE	mands-MS-T61005781F
MS-T07001237A-SIYAH-XXL	SET7	mands-MS-T07001237A
MS-T07001237A-GRI-XXL	SET7	mands-MS-T07001237A
MS-T07001237A-SIYAH-M	SET7	mands-MS-T07001237A
MS-T07000063-MAVI-M	SET10	mands-MS-T07000063
MS-T07003567-LACIVERT-XL	SET11	mands-MS-T07003567
MS-T07000539-MAVI-L	SET9	mands-MS-T07000539
MS-T07001231A-SIYAH-M	SET12	mands-MS-T07001231A
MS-T07001237A-SIYAH-XL	SET7	mands-MS-T07001237A
MS-T07000063-YESIL-S	SET10	mands-MS-T07000063
MS-T07001602A-GRI-M	SET8	mands-MS-T07001602A
MS-T07001231A-SIYAH-XXL	SET12	mands-MS-T07001231A
MS-T07000500-MAVI-M	SET16	mands-MS-T07000500
MS-T07000500-GRI-L	SET16	mands-MS-T07000500
MS-T07000002-GRI-L	SET17	mands-MS-T07000002
MS-T07000002-MAVI-XXL	SET17	mands-MS-T07000002
MS-T07001237A-GRI-XL	SET7	mands-MS-T07001237A
MS-T07001602A-GRI-XL	SET8	mands-MS-T07001602A
MS-T07001231A-LACIVERT-S	SET12	mands-MS-T07001231A
MS-T07001231A-LACIVERT-XL	SET12	mands-MS-T07001231A
MS-T07000047-LACIVERT-XL	MS-T07000047	mands-MS-T07000047
MS-T07000047-LACIVERT-S	MS-T07000047	mands-MS-T07000047
MS-T07000047-LACIVERT-XXL	MS-T07000047	mands-MS-T07000047
MS-T07000500-GRI-XXL	SET16	mands-MS-T07000500
MS-T07000002-MAVI-S	SET17	mands-MS-T07000002
MS-T07001237A-GRI-M	SET7	mands-MS-T07001237A
MS-T07001237A-SIYAH-L	SET7	mands-MS-T07001237A
MS-T07000063-MAVI-S	SET10	mands-MS-T07000063
MS-T07000063-MAVI-XL	SET10	mands-MS-T07000063
MS-T07001231A-GRI-XL	SET12	mands-MS-T07001231A
MS-T07001231A-SIYAH-XL	SET12	mands-MS-T07001231A
MS-T07000047-LACIVERT-M	MS-T07000047	mands-MS-T07000047
MS-T07000500-MAVI-XXL	SET16	mands-MS-T07000500
MS-T07000002-GRI-S	SET17	mands-MS-T07000002
MS-T07000002-GRI-M	SET17	mands-MS-T07000002
MS-T07000047-LACIVERT-L	MS-T07000047	mands-MS-T07000047
MS-T07000500-MAVI-XL	SET16	mands-MS-T07000500
MS-T07001602A-GRI-XS	SET8	mands-MS-T07001602A
MS-T07001602A-GRI-XXL	SET8	mands-MS-T07001602A
MS-T07003567-LACIVERT-XXL	SET11	mands-MS-T07003567
MS-T07001602A-GRI-L	SET8	mands-MS-T07001602A
MS-T07000539-MAVI-S	SET9	mands-MS-T07000539
MS-T07000063-YESIL-L	SET10	mands-MS-T07000063
MS-T07000063-YESIL-XL	SET10	mands-MS-T07000063
MS-T07001231A-GRI-XXL	SET12	mands-MS-T07001231A
MS-T07000063-YESIL-XXL	SET10	mands-MS-T07000063
MS-T07000063-MAVI-XXL	SET10	mands-MS-T07000063
MS-T07001231A-GRI-S	SET12	mands-MS-T07001231A
MS-T07001231A-LACIVERT-M	SET12	mands-MS-T07001231A
MS-T07001231A-SIYAH-L	SET12	mands-MS-T07001231A
MS-T07001231A-LACIVERT-XXL	SET12	mands-MS-T07001231A
MS-T07001231A-GRI-M	SET12	mands-MS-T07001231A
MS-T07003567-LACIVERT-L	SET11	mands-MS-T07003567
MS-T07000539-MAVI-XL	SET9	mands-MS-T07000539
MS-T07001231A-GRI-L	SET12	mands-MS-T07001231A
MS-T07001602A-GRI-S	SET8	mands-MS-T07001602A
MS-T07000500-GRI-XL	SET16	mands-MS-T07000500
MS-T07001231A-SIYAH-S	SET12	mands-MS-T07001231A
MS-T07001237A-SIYAH-S	SET7	mands-MS-T07001237A
MS-T07000002-MAVI-M	SET17	mands-MS-T07000002
MS-T07000002-MAVI-XL	SET17	mands-MS-T07000002
MS-T07001237A-GRI-S	SET7	mands-MS-T07001237A
MS-T07001237A-GRI-L	SET7	mands-MS-T07001237A
MS-T07003567-LACIVERT-S	SET11	mands-MS-T07003567
MS-T07000500-MAVI-L	SET16	mands-MS-T07000500
MS-T07000500-GRI-M	SET16	mands-MS-T07000500
MS-T07000539-MAVI-XXL	SET9	mands-MS-T07000539
MS-T07000500-GRI-S	SET16	mands-MS-T07000500
MS-T07000539-MAVI-M	SET9	mands-MS-T07000539
MS-T07003567-LACIVERT-M	SET11	mands-MS-T07003567
MS-T07000002-MAVI-L	SET17	mands-MS-T07000002
MS-T07000002-GRI-XXL	SET17	mands-MS-T07000002
MS-T07001231A-LACIVERT-L	SET12	mands-MS-T07001231A
MS-T07000063-YESIL-M	SET10	mands-MS-T07000063
MS-T07000500-MAVI-S	SET16	mands-MS-T07000500
MS-T07000002-GRI-XL	SET17	mands-MS-T07000002
MS-T61005390S-BEJ-48	MS-T61005390S-BEJ	mands-MS-T61005390S
MS-T61005390F-BEJ-42	MS-T61005390F	mands-MS-T61005390F
MS-T61005390S-BEJ-40	MS-T61005390S-BEJ	mands-MS-T61005390S
MS-T61005390F-BEJ-50	MS-T61005390F	mands-MS-T61005390F
MS-T61005390S-BEJ-52	MS-T61005390S-BEJ	mands-MS-T61005390S
MS-T61005390F-BEJ-38	MS-T61005390F	mands-MS-T61005390F
MS-T61005390S-BEJ-36	MS-T61005390S-BEJ	mands-MS-T61005390S
MS-T61005390S-BEJ-42	MS-T61005390S-BEJ	mands-MS-T61005390S
MS-T61005390F-BEJ-46	MS-T61005390F	mands-MS-T61005390F
MS-T61005390L-BEJ-48	MS-T61005390L	mands-MS-T61005390L
MS-T61005390L-BEJ-42	MS-T61005390L	mands-MS-T61005390L
MS-T61005390F-BEJ-52	MS-T61005390F	mands-MS-T61005390F
MS-T61005390L-BEJ-44	MS-T61005390L	mands-MS-T61005390L
MS-T61004054E-SIYAH-46	MS-T61004054E	mands-MS-T61004054E
MS-T61004054E-SIYAH-40	MS-T61004054E	mands-MS-T61004054E
MS-T61005184B-BEYAZ-48	MS-T61005184B	mands-MS-T61005184B
MS-T61005390S-BEJ-50	MS-T61005390S-BEJ	mands-MS-T61005390S
MS-T61004054T-SIYAH-36	MS-T61004054T	mands-MS-T61004054T
MS-T61004054T-SIYAH-38	MS-T61004054T	mands-MS-T61004054T
MS-T61005390F-BEJ-44	MS-T61005390F	mands-MS-T61005390F
MS-T61005390S-BEJ-44	MS-T61005390S-BEJ	mands-MS-T61005390S
MS-T61005390L-BEJ-52	MS-T61005390L	mands-MS-T61005390L
MS-T61005184B-BEYAZ-40	MS-T61005184B	mands-MS-T61005184B
MS-T61004054E-SIYAH-48	MS-T61004054E	mands-MS-T61004054E
MS-T61004054E-SIYAH-34	MS-T61004054E	mands-MS-T61004054E
MS-T61004054E-PEMBE-34	MS-T61004054E	mands-MS-T61004054E
MS-T61004054T-SIYAH-34	MS-T61004054T	mands-MS-T61004054T
MS-T61005390F-BEJ-36	MS-T61005390F	mands-MS-T61005390F
MS-T61005390S-BEJ-34	MS-T61005390S-BEJ	mands-MS-T61005390S
MS-T61005390S-BEJ-46	MS-T61005390S-BEJ	mands-MS-T61005390S
MS-T61005390L-BEJ-40	MS-T61005390L	mands-MS-T61005390L
MS-T61005390L-BEJ-34	MS-T61005390L	mands-MS-T61005390L
MS-T61005390L-BEJ-36	MS-T61005390L	mands-MS-T61005390L
MS-T61005184B-BEYAZ-34	MS-T61005184B	mands-MS-T61005184B
MS-T61004054T-BEJ-40	MS-T61004054T	mands-MS-T61004054T
MS-T61004054E-SIYAH-42	MS-T61004054E	mands-MS-T61004054E
MS-T61004054T-SIYAH-48	MS-T61004054T	mands-MS-T61004054T
MS-T61004054T-BEJ-44	MS-T61004054T	mands-MS-T61004054T
MS-T61004054E-SIYAH-50	MS-T61004054E	mands-MS-T61004054E
MS-T61005184B-BEYAZ-46	MS-T61005184B	mands-MS-T61005184B
MS-T61005184B-BEYAZ-50	MS-T61005184B	mands-MS-T61005184B
MS-T61005390L-BEJ-50	MS-T61005390L	mands-MS-T61005390L
MS-T61004054E-PEMBE-46	MS-T61004054E	mands-MS-T61004054E
MS-T61005390S-BEJ-38	MS-T61005390S-BEJ	mands-MS-T61005390S
MS-T61005390L-BEJ-46	MS-T61005390L	mands-MS-T61005390L
MS-T61005390F-BEJ-48	MS-T61005390F	mands-MS-T61005390F
MS-T61005390F-BEJ-40	MS-T61005390F	mands-MS-T61005390F
MS-T61004054T-SIYAH-42	MS-T61004054T	mands-MS-T61004054T
MS-T61004054E-PEMBE-50	MS-T61004054E	mands-MS-T61004054E
MS-T61004054E-PEMBE-38	MS-T61004054E	mands-MS-T61004054E
MS-T61004054E-PEMBE-44	MS-T61004054E	mands-MS-T61004054E
MS-T61004054E-SIYAH-36	MS-T61004054E	mands-MS-T61004054E
MS-T61004054E-PEMBE-40	MS-T61004054E	mands-MS-T61004054E
MS-T61004054T-SIYAH-50	MS-T61004054T	mands-MS-T61004054T
MS-T61004054T-BEJ-48	MS-T61004054T	mands-MS-T61004054T
MS-T61005390L-BEJ-38	MS-T61005390L	mands-MS-T61005390L
MS-T61004054E-SIYAH-38	MS-T61004054E	mands-MS-T61004054E
